ID	alt.ID	metabolism	pOT6.1	pOT6.2	pOT6.3	pOT6.4	pOT6.5	pOT10.2	pOT10.3	pOT10.4	pOT10.5	pHA6.1	pHA6.2	pHA6.3	pHA6.4	pHA6.5	pHA10.2	pHA10.3	pHA10.4	pHA10.5	pKV6.1	pKV6.2	pKV6.3	pKV6.4	pKV6.5	pKV10.2	pKV10.3	pKV10.4	pKV10.5	pVA6.1	pVA6.2	pVA6.3	pVA6.5	pVA10.1	pVA10.2	pVA10.3	pVA10.4
TR55283|c1_g1_i1|m.307423	NA	NA	26.1685	26.63699	26.74701	26.25749	25.76906	26.98283	25.91566	26.00667	26.31114	25.82995	26.63727	25.55996	25.4996	25.73218	26.23158	25.65485	26.12264	26.4991	26.03295	26.27661	26.4587	26.8007	26.0877	26.51821	26.30048	26.39272	25.4086	26.13634	26.38439	26.66411	26.69378	25.04026	26.676	26.75315	26.26322
TR55283|c1_g1_i3|m.307438	NA	NA	29.29384	29.40184	29.40975	29.27819	29.2258	29.71942	29.02443	29.39053	29.25611	28.72994	29.2582	28.79042	29.07357	28.91351	29.29046	29.25086	28.62596	29.17779	28.39718	29.25115	29.03735	29.25469	29.1044	29.38344	29.10192	29.18577	28.02015	29.22465	29.29459	29.32453	29.22915	29.31952	29.35737	29.51162	29.11783
TR55287|c0_g1_i1|m.307544	NA	NA	27.18499	27.13555	26.67788	27.05652	27.09204	26.89377	27.35119	26.61288	26.82287	26.97301	27.1831	27.06795	27.21521	27.08527	26.93809	26.96708	26.56903	26.80255	26.76825	26.68512	27.0703	27.20695	26.87596	26.99787	26.84542	26.87303	26.72754	27.04781	26.92139	27.2497	26.82639	26.81127	26.78843	26.8597	26.7656
TR55306|c2_g3_i2|m.308121	NA	NA	29.48414	29.44118	29.56433	29.63443	29.70495	29.88183	29.43601	29.65792	29.22366	29.24651	29.18603	29.07561	29.54292	29.34363	29.53903	29.11319	28.93683	29.81697	28.85219	29.56306	28.83509	29.35479	29.32571	29.30441	29.17886	29.61491	28.70784	29.3826	29.65228	29.87496	29.73614	29.83557	29.83381	29.63303	29.82271
TR55308|c1_g1_i5|m.308161	NA	NA	28.92736	29.69946	29.91371	30.15786	30.01199	30.20886	29.92861	30.44707	29.33533	28.05961	29.82767	29.09404	30.32184	29.46661	30.07189	29.76956	29.40237	30.06046	27.34723	29.92153	29.51552	29.55751	29.53636	29.34718	29.47489	30.09698	26.53426	29.09612	29.81003	29.99051	30.20816	30.42422	30.18033	30.2518	30.04999
TR55320|c6_g1_i1|m.308548	NA	NA	24.64025	24.13391	25.09921	24.72598	25.29719	25.08886	24.9099	25.72611	23.13433	24.39839	24.54044	23.91251	25.12345	24.42464	24.50118	23.90169	24.83702	25.14274	23.87021	24.95243	24.39277	24.41519	24.60942	24.04168	24.15677	24.73128	22.54269	24.73531	24.72936	24.94302	25.1361	24.90591	24.95385	24.55666	24.81607
TR55321|c5_g3_i1|m.308643	NA	NA	24.83398	24.52007	25.30208	25.07965	25.48213	25.42889	24.84336	24.6803	24.75705	24.29474	24.68303	24.63162	22.32805	24.60648	24.43854	24.88297	24.44297	25.06151	24.09828	25.05619	24.40204	25.35124	24.53005	24.93134	24.43511	24.96552	24.74796	24.6335	24.67541	25.16323	24.68528	25.55693	25.06842	24.91629	24.86022
TR55322|c0_g1_i2|m.308704	NA	NA	27.58549	27.45333	27.44853	27.23973	27.31605	27.37576	27.40414	27.05113	27.13663	27.24563	27.38558	27.32997	27.39395	27.50506	27.50218	27.1036	26.87115	27.34181	27.18933	27.31398	27.04103	27.25305	27.22977	27.10729	27.19065	27.1736	27.05144	27.35018	27.31415	27.4287	27.39869	27.19394	27.14948	27.23872	27.20182
TR55327|c1_g3_i1|m.308789	NA	NA	26.23273	25.9516	26.21338	26.11184	26.08207	26.41521	26.05066	25.96034	26.24329	26.06394	26.01146	25.93389	25.95784	26.28049	26.30694	26.15329	26.04785	26.10139	25.84957	25.82997	25.60863	26.05819	25.91853	26.16229	26.14229	26.11519	26.0684	26.14501	26.19276	25.96431	26.09063	26.26723	26.17322	26.19282	25.8462
TR55350|c1_g1_i1|m.309249	NA	NA	25.49613	25.81228	26.01727	26.05759	25.28168	26.28258	26.26148	25.85317	25.31952	25.69742	25.46039	25.39983	26.53499	25.9024	25.2753	26.14365	25.753	26.47578	25.01244	25.89945	25.3433	24.62238	25.536	25.66641	25.51959	26.52621	24.87497	26.09519	25.59824	25.61838	25.96959	25.99466	26.37235	26.24124	26.15308
TR55355|c0_g1_i2|m.309450	TR55355|c0_g1_i1|m.309435	NA	22.91953	23.12684	23.0626	23.11605	22.621	23.61616	22.54508	22.91521	22.85098	23.34123	23.46376	22.89491	21.94813	22.92376	22.39176	23.18544	22.46491	23.14613	23.47147	22.85969	23.69636	23.29039	22.79739	23.53872	23.08223	23.17901	23.31576	22.91752	23.30145	23.22694	22.7181	22.59261	23.60433	23.22292	23.38258
TR55419|c0_g3_i1|m.311343	NA	NA	26.38367	26.5409	26.4409	26.23296	26.3877	26.75761	25.99914	26.05341	26.42646	26.27987	26.21612	26.11376	26.38275	26.47678	26.76281	26.23931	26.26001	26.3521	26.08924	26.39154	25.92588	26.24717	26.13297	26.4572	26.25988	26.49054	26.29206	26.34118	26.30314	26.41104	26.45308	26.73286	26.73169	26.43361	26.44479
TR55433|c6_g1_i1|m.312052	NA	NA	24.87694	25.36583	25.58675	25.89245	25.88432	25.55649	25.72998	26.25189	25.20217	24.12408	25.32773	25.18495	25.81318	25.52871	25.15406	25.39715	25.71338	25.8023	23.07315	25.59124	25.45193	25.28958	25.46454	25.32385	25.35474	26.008	23.52616	25.41803	25.5944	25.58829	26.009	25.46765	26.05708	25.66289	25.61549
TR55465|c5_g11_i4|m.313028	NA	TRUE	28.60887	28.48531	28.33065	28.03988	28.43273	28.2359	28.1454	27.7181	28.6292	28.38121	28.49557	28.40231	27.94112	28.15673	28.3033	28.63062	28.14014	28.31497	28.26401	28.13692	27.87748	28.31467	28.07388	28.4186	28.40117	28.23667	28.3746	28.34172	28.29732	28.24441	28.33518	28.19291	28.37074	28.08694	28.27338
TR555|c0_g1_i1|m.1532	NA	NA	24.29985	24.8739	25.07488	25.0032	24.56116	25.62637	24.59366	25.02855	24.48696	23.0889	24.86302	23.89504	24.60925	23.05853	24.86764	23.24307	22.28934	25.32752	23.17418	24.76648	24.51292	25.00273	24.16967	24.75664	24.4853	25.38864	22.95817	24.22066	25.15873	25.24692	25.52746	24.49259	25.53988	25.45538	25.29134
TR55575|c2_g1_i2|m.313628	NA	TRUE	27.58441	27.72702	27.67155	27.35959	27.89441	27.30391	28.12623	26.9038	28.1454	28.11753	28.23868	27.98593	27.19948	27.83002	27.46529	28.32268	28.25444	27.40332	28.22108	27.73602	28.27542	28.14	27.77794	28.04505	28.32594	27.70859	27.70932	27.8331	27.50681	27.70028	27.4585	27.80839	27.41385	28.13423	27.75933
TR55651|c0_g3_i1|m.314588	NA	TRUE	28.28154	28.8282	28.53256	28.54782	29.20583	28.48024	29.42113	28.60756	28.97771	28.71421	29.02364	29.03721	28.39444	28.82208	28.94952	28.85323	28.84416	29.13594	28.46867	29.1048	29.14007	29.02229	28.76525	29.21813	29.05639	29.10537	28.2922	28.78986	28.81045	28.84855	28.933	29.05038	28.87862	29.34805	29.23724
TR55660|c0_g2_i1|m.314785	NA	TRUE	27.01945	26.65376	27.12288	27.4149	27.08121	27.05434	27.12278	27.19094	26.4224	26.79414	26.70912	26.48881	27.55377	27.11714	26.68258	26.87162	26.64911	26.77944	26.15756	27.03013	27.01606	26.64127	26.75468	26.62352	26.49445	26.96554	26.0872	26.85946	26.88309	27.01372	27.18386	26.86302	26.92025	27.06907	26.92683
TR55745|c0_g1_i1|m.315134	NA	NA	28.82466	28.92768	29.17631	29.31709	29.30084	29.25977	29.03281	28.82071	28.78488	28.28886	29.01057	28.85076	29.2764	29.00357	29.05105	28.82469	28.98022	29.09484	27.64733	28.99688	28.72676	29.09268	29.07694	28.72771	28.67714	28.90555	27.15914	28.8331	29.38449	29.2096	29.40933	29.20888	29.10595	29.11001	29.13729
TR56123|c0_g1_i1|m.315840	NA	NA	33.51946	33.3701	33.38394	33.62734	33.80289	33.32039	34.02647	33.2184	33.50723	33.11399	33.27517	33.2028	33.71221	33.40515	33.24204	33.75891	33.0806	33.47303	32.61472	33.36789	33.55739	33.26389	33.58329	33.16858	33.33178	33.61763	33.16243	33.79692	33.40831	33.4273	33.61489	33.53647	33.64463	33.73116	33.65821
TR56648|c0_g1_i1|m.316926	NA	NA	25.98828	25.73141	26.03166	25.96404	26.20219	26.11575	26.02111	25.78868	25.62478	25.25908	25.69556	25.27533	25.96206	25.65278	25.66093	25.45992	25.28968	26.11196	25.20699	26.02796	25.59705	25.73244	25.27427	25.60575	25.46526	25.95753	25.31081	26.01338	25.81617	26.20352	26.11494	25.98702	26.39627	26.00986	25.90488
TR56660|c0_g1_i4|m.317142	NA	NA	26.74701	26.57482	27.03128	27.18338	27.11197	27.01595	26.96047	28.04812	26.15954	26.15736	26.45054	26.02836	27.05258	26.438	26.74432	26.12753	26.24538	27.00282	25.77085	27.18792	26.73273	26.71096	26.57437	26.85721	26.13446	27.30295	25.78407	27.32002	27.0056	27.05714	27.33586	26.68619	27.22205	26.77379	26.97869
TR56683|c0_g1_i5|m.317656	NA	NA	27.52111	27.43563	27.26874	27.10729	26.96884	27.03339	26.74214	26.4377	27.05279	27.30852	27.55501	27.26481	27.26132	26.89804	27.18234	26.98739	26.37529	27.2179	27.23553	27.07643	26.85792	27.20004	26.99927	27.16461	27.07653	26.76192	27.15016	27.23425	27.46925	27.42846	27.20266	26.7397	27.04427	26.94782	26.95881
TR56707|c0_g1_i1|m.317993	NA	NA	24.45964	24.3503	24.23257	24.45945	24.33258	24.48241	24.58623	24.3278	24.33987	24.33756	24.34408	24.06702	24.28539	24.22044	24.49234	24.17798	23.97937	24.40432	21.99529	24.07112	24.46276	24.45795	24.19114	24.24793	24.20896	24.4496	24.41351	24.61902	24.67082	24.81406	24.54044	23.84766	24.68955	24.79258	24.44708
TR56727|c0_g1_i1|m.318301	NA	NA	23.34713	25.4921	25.26216	26.1264	25.63738	25.09531	25.95751	25.61172	25.11815	23.22209	25.94523	25.55441	26.00196	25.93044	25.64834	25.81176	22.71544	25.59049	22.91049	25.56851	26.20723	25.61108	26.00022	25.29481	25.74901	25.26664	21.87614	24.5405	25.83793	25.665	25.71717	25.43084	25.56895	25.56605	25.57034
TR56730|c0_g1_i1|m.318312	NA	NA	28.75373	28.4956	28.31588	28.94802	28.89519	27.35498	28.58674	28.44778	28.30869	28.54204	28.72514	28.45431	28.20261	28.86953	27.9424	27.93157	28.01164	28.08319	27.96604	28.53705	28.97787	28.79479	28.80326	28.28542	28.04515	28.08451	27.74253	28.70474	28.53078	28.55943	28.61305	28.32911	27.91593	28.14647	28.13653
TR56740|c0_g1_i2|m.318496	NA	NA	26.96664	26.82845	27.7145	27.39909	27.69697	27.65792	27.29211	28.27985	26.35333	26.7107	26.68646	26.73544	27.93174	27.24889	28.0774	26.98859	26.78581	27.21679	26.27741	27.45215	26.919	27.13985	27.53051	26.09704	26.50547	27.51277	27.07061	27.62784	27.70543	27.52649	27.98251	27.25692	27.88768	26.41303	27.64471
TR56741|c0_g1_i2|m.318501	NA	NA	26.48962	26.3354	26.32181	25.83504	26.2756	26.37086	25.84412	25.85148	26.19794	25.14721	25.70491	25.04252	25.3364	25.29204	25.65635	25.296	24.57462	25.92565	26.10045	25.74981	25.71565	26.30229	24.77831	25.50643	25.57681	24.64554	24.4073	26.7326	26.45202	26.3768	26.16283	25.77859	26.39991	25.49268	25.6712
TR56919|c0_g1_i1|m.319348	NA	NA	26.74368	26.54217	27.04229	26.87795	27.13281	27.36695	26.76749	27.04646	26.59149	26.29997	26.59035	25.93089	26.69777	26.38555	27.05879	26.78992	26.46618	26.78382	25.77495	26.6224	26.66017	26.67438	26.56638	26.9327	26.47358	27.10579	26.03532	26.81103	26.76737	26.77982	26.99636	27.32869	26.9875	27.32251	26.82978
TR56920|c0_g2_i1|m.319356	NA	NA	24.64394	24.79134	25.50413	25.14449	24.98997	24.42008	25.05862	24.39898	24.41416	24.3763	24.90701	24.23878	25.07761	24.7604	24.65272	24.51455	24.94382	25.23634	25.68019	26.13483	25.88909	25.14612	24.86868	25.64485	25.26817	25.22703	24.34915	25.70187	24.96318	25.03988	25.12297	26.07887	25.15372	25.9423	24.9764
TR57000|c8_g2_i3|m.320033	NA	NA	24.91018	24.57103	24.74899	24.71198	24.68875	24.51725	24.67314	24.2333	24.56726	24.3839	24.30055	24.4168	24.41886	24.49069	24.46445	24.48044	22.69431	24.2382	24.41525	24.2149	24.72796	24.09112	24.20314	24.40256	24.30918	24.41545	24.29754	24.57271	24.30201	24.4693	24.56773	24.49917	24.44916	24.44417	24.47791
TR57027|c0_g1_i1|m.322356	NA	TRUE	24.00642	24.5511	23.02771	23.82813	23.02159	23.01004	23.56535	23.51569	25.04668	25.25649	25.32738	25.83016	22.73138	24.75297	23.09698	24.68201	25.61888	23.3656	25.97215	24.39264	25.7486	25.56253	25.57401	24.76946	25.29635	22.67872	25.09712	23.78267	24.60642	22.94833	24.14857	22.31111	23.36866	23.30994	24.08351
TR5704|c0_g1_i1|m.24567	NA	NA	25.53065	25.18771	25.51635	25.79756	26.45527	25.99755	26.12607	26.04691	25.24793	24.80833	25.43396	24.56477	25.02098	25.377	25.35686	24.66226	25.35266	25.7072	24.25811	25.62962	25.56883	25.34858	24.51581	25.82852	24.84076	25.57323	24.61936	24.9168	25.82495	25.66386	26.00419	25.5688	25.93245	25.35931	25.55532
TR57042|c2_g1_i2|m.323431	NA	NA	28.20718	27.74208	28.23027	28.41474	28.55658	27.60541	28.17722	29.46297	27.54436	28.00287	28.01372	27.82202	27.83677	28.03349	27.6327	27.04009	28.08482	28.03821	27.53668	28.20634	28.32539	28.12238	28.15861	28.00742	27.48792	28.11242	27.21743	28.18815	28.0833	28.29767	28.32954	28.04364	28.05098	27.67949	27.93747
TR57049|c0_g3_i23|m.323799	NA	NA	26.45402	26.97804	27.4303	27.02295	27.64609	27.27773	26.86821	27.95693	25.57109	26.76459	26.09873	26.33627	27.60095	26.96983	27.65485	23.50338	27.14744	27.15798	27.37559	27.09557	26.87994	26.73738	27.46139	26.44244	26.07034	27.00067	26.33245	27.35809	27.13212	27.39844	27.80624	26.56231	27.51427	26.09476	27.17016
TR57060|c1_g1_i3|m.324790	NA	NA	26.09283	25.95525	25.43256	24.61633	24.58669	25.0141	24.45174	23.8797	26.0876	26.60513	25.70348	26.04845	24.05117	25.82153	25.47321	25.82274	25.44866	25.12774	26.97564	25.29814	25.14398	25.71083	25.54931	25.41609	25.89213	23.74479	26.66831	25.52734	25.46151	25.37285	24.98168	23.9411	24.90628	24.90908	24.91529
TR57062|c9_g3_i6|m.324936	NA	NA	26.796	26.7929	26.8305	26.23087	26.35792	26.93697	25.7962	25.60349	26.94224	26.79241	26.71908	26.54951	25.78179	26.33438	26.94682	27.01372	26.68151	26.47618	26.82445	26.40036	25.98061	26.52221	26.29335	26.8007	26.93652	26.27042	27.18698	26.45408	26.43129	26.23202	26.17638	26.96961	26.38025	26.41379	26.14876
TR57069|c0_g1_i2|m.325336	NA	NA	25.06801	25.15201	24.90917	24.90779	25.01839	24.57438	25.15074	24.62795	25.19336	24.99542	24.96023	25.01521	24.83644	25.25472	25.02644	25.04598	24.85305	25.19809	24.79506	24.95078	25.01563	24.68875	24.96093	24.62478	25.02234	24.82396	25.12723	24.90343	24.82828	25.16818	24.74345	25.14429	24.63373	24.71476	24.94927
TR57089|c2_g1_i3|m.326921	NA	NA	29.15651	28.90438	27.57881	28.15296	28.05652	27.91849	28.60971	28.14545	29.33413	30.13516	28.65526	30.0747	27.4817	29.36031	28.20009	29.03687	29.46782	27.51005	30.5483	28.49072	29.29717	28.66156	29.35693	28.71797	29.09655	27.90501	30.523	28.81351	28.17584	27.75672	27.80809	26.94871	27.51901	27.46076	28.49224
TR57440|c0_g1_i1|m.328393	NA	NA	25.2492	25.29747	25.09945	24.62706	24.74155	25.01517	24.80789	23.17743	24.82614	25.35998	25.1952	24.58503	24.86938	24.88646	24.95283	24.49387	24.69003	24.98237	25.15669	24.69832	24.53178	25.06056	24.95553	24.84967	24.96737	25.0897	24.82624	24.76324	25.18669	24.91994	24.87942	24.70414	22.60061	24.91994	24.83856
TR57796|c0_g1_i1|m.329271	NA	NA	24.08115	24.03565	24.25782	24.44903	24.54987	24.37842	22.40641	23.76152	24.28524	24.08918	24.08853	24.12518	24.74991	24.12747	24.53112	24.51093	22.84994	24.5322	22.89111	24.44158	24.68742	24.9237	24.62829	24.87746	24.68811	23.92624	23.67185	25.77153	24.12676	24.40165	23.38899	24.94744	24.4513	24.48517	21.87202
TR58197|c0_g2_i2|m.330174	NA	TRUE	28.44849	28.18641	27.96086	28.25156	27.99523	27.83684	28.24731	27.55625	28.27044	28.18664	28.15238	28.61221	28.31644	28.52649	28.00185	28.82217	28.35871	27.78107	28.06487	27.8759	28.5136	28.34253	28.35913	28.17307	28.40771	27.47174	27.3506	28.52073	28.51089	28.39587	27.72215	27.79303	27.59562	27.77298	27.8396
TR58229|c3_g4_i6|m.330944	NA	TRUE	29.98929	29.89426	29.96733	29.74384	29.89908	30.32496	29.54311	29.99064	29.52069	29.63578	29.80255	29.58517	30.00424	29.76164	30.14577	29.54894	29.59753	30.17997	29.16161	29.87545	29.24907	29.69722	29.49654	29.74998	29.46194	29.90369	29.11791	29.74456	29.97665	30.13149	30.28835	29.85832	30.27731	30.01784	30.0185
TR58242|c0_g1_i4|m.331223	NA	NA	28.38837	28.17916	28.37086	28.25516	28.42558	28.20983	28.45987	28.50582	28.06018	28.09607	28.13629	27.82742	28.54786	28.38472	28.19967	27.97492	28.12209	28.42049	27.71463	28.39338	28.16351	28.24672	28.16883	28.09179	27.95604	28.27799	27.82274	28.253	28.36616	28.41643	28.39652	28.28762	28.25611	28.04984	28.24934
TR58272|c0_g1_i1|m.331966	NA	TRUE	28.85656	29.0375	28.96141	28.4929	29.2119	28.80051	29.24896	28.16092	29.29209	28.90346	29.32586	28.88815	28.38866	28.96906	28.93117	29.17384	29.05378	29.16775	28.69186	28.76759	28.84098	29.21646	28.71879	29.41903	29.05678	29.05385	29.14844	28.91784	28.56424	29.00268	29.09936	29.37847	29.13276	29.32234	29.15632
TR58287|c0_g1_i1|m.332166	NA	NA	25.00646	24.81665	25.11382	24.75144	24.4231	24.54062	24.55824	24.43479	24.95185	24.88818	24.8374	24.80277	24.22832	24.74791	24.63677	25.12751	24.36606	24.54227	25.2851	24.7319	25.04698	24.83653	25.07047	25.42621	25.10773	24.62305	24.67357	25.26223	25.17329	24.82934	24.82997	24.28256	24.61605	24.42573	24.80395
TR58328|c0_g1_i1|m.332335	NA	NA	26.01242	26.18226	26.15767	26.27163	27.01595	26.38601	26.81397	26.65376	26.2365	25.68891	25.92366	25.05229	27.05051	26.2059	27.30478	26.50247	26.30299	26.71489	25.1395	26.5162	26.38341	26.07269	26.2884	26.68097	26.60696	27.46264	26.0771	27.12366	27.35161	27.78213	27.999	28.9715	28.39624	27.46365	28.22053
TR58529|c0_g2_i1|m.332833	NA	NA	26.08523	27.03842	27.42878	27.59669	27.7661	27.77838	27.13966	28.59424	26.41825	24.92121	26.96697	26.54441	27.70458	26.93686	27.43508	26.5005	26.88809	27.67909	23.99688	27.61077	26.98522	26.98272	27.19178	26.99906	26.53368	27.91182	23.4621	26.5284	27.02306	27.41893	27.81281	27.95194	28.01175	27.57816	27.69452
TR58639|c1_g2_i1|m.333463	NA	NA	27.6126	27.13526	27.32131	27.14822	26.53996	27.49412	27.27195	26.21717	27.15025	27.46295	27.44727	26.89481	26.3455	27.22196	27.17207	27.53275	27.50854	27.29597	27.26347	26.2724	27.11148	26.903	27.08284	27.02284	27.01903	26.26471	27.51706	27.39811	27.14589	27.01052	27.50446	27.53831	27.56209	26.92592	27.20135
TR58851|c0_g1_i2|m.334252	NA	NA	25.16565	25.36346	25.18579	25.78024	25.64064	25.45588	25.28058	24.77866	24.40256	24.76966	24.94998	24.97163	25.60303	24.89273	25.79692	24.99027	24.96583	25.67815	24.49601	25.05606	25.03133	25.49296	25.0441	25.43765	24.8169	25.08982	24.71978	24.8306	25.8879	25.66425	25.4551	25.27668	25.41345	25.52806	25.4247
TR58859|c0_g1_i2|m.334444	NA	NA	29.14024	29.00316	28.71882	28.43516	28.61772	28.43968	28.00903	28.02332	29.13638	29.45871	29.11409	29.47115	28.34494	28.96386	28.91582	29.05693	28.9934	28.43587	29.45274	28.58721	28.55025	28.97804	28.99852	28.97285	28.91809	27.8925	28.84209	28.70556	28.92878	28.7356	28.56935	28.5079	28.41232	28.57236	28.5275
TR58861|c0_g1_i2|m.334485	NA	NA	26.90196	28.02168	27.38542	28.47796	27.62701	27.04906	28.05352	28.1502	27.72195	29.4817	27.50937	29.74201	27.09114	28.73231	26.25519	28.12337	30.0624	27.45521	30.14928	28.33322	29.89286	29.06646	29.12317	28.34929	28.72449	27.82693	31.46636	28.11481	26.95371	27.09406	27.708	27.12218	27.01744	27.26392	28.12228
TR58876|c0_g1_i1|m.334914	NA	TRUE	26.78992	26.98956	26.66479	26.75901	26.5819	26.90828	27.24663	26.16816	26.6799	26.38319	27.28304	26.77417	26.26583	26.24927	26.50782	26.67155	26.8282	26.69591	26.9901	26.18633	26.66003	26.98837	26.31867	27.18867	26.63506	26.64003	27.21512	26.77631	26.87373	26.76636	26.55324	26.01457	26.7442	27.09467	26.86337
TR58900|c0_g1_i4|m.335576	NA	NA	25.35646	25.28556	25.25533	24.75159	24.6725	24.94302	23.88976	24.22663	24.99378	25.13018	25.42598	24.83036	23.99136	24.58302	25.08841	24.6226	24.24481	25.24329	25.66682	24.71738	24.4577	25.33552	24.93211	25.54825	25.22188	23.99222	24.93863	25.0023	25.53154	25.21215	25.31365	24.05018	24.96102	24.46245	24.80553
TR58906|c0_g1_i1|m.335725	NA	NA	30.74879	30.62008	30.36724	30.39632	30.54195	30.68829	30.31538	29.93944	30.57867	30.49333	30.48405	30.62723	30.69029	30.36932	30.63616	30.17973	30.20921	30.41679	30.53464	30.42282	30.08436	30.59521	30.33341	30.52384	30.20034	30.39479	30.55435	30.6234	30.52028	30.55947	30.47846	30.57488	30.50465	30.51681	30.48068
TR59146|c0_g1_i1|m.336951	NA	TRUE	28.18409	27.88215	27.74323	27.82572	28.20154	27.83936	28.32852	27.96719	28.3154	27.96752	28.11744	27.93837	27.80033	28.09351	27.752	28.21965	28.06142	27.8423	27.90679	28.02818	28.10704	28.10969	27.85739	28.06157	28.09884	28.10545	28.04817	28.11312	27.84248	28.06301	28.20107	28.17183	28.10744	28.16538	28.01882
TR59167|c0_g1_i1|m.337138	NA	NA	26.09587	26.52538	26.69975	26.55388	27.04166	26.94123	26.51785	26.89157	26.68606	25.64116	26.31997	26.31294	26.54618	26.37488	26.9496	26.64072	26.52911	26.61316	24.53463	26.60357	26.17204	26.26941	26.06846	26.23553	26.2835	26.66736	23.33033	26.2292	26.48653	26.68739	26.99345	27.33875	27.06897	26.89238	26.6702
TR59175|c0_g1_i1|m.337191	NA	NA	27.85151	27.83406	27.6215	27.23261	27.20256	27.69358	26.73195	28.80809	26.57309	26.79278	27.44158	27.51337	26.87326	26.89839	26.19259	26.38062	27.3463	26.94257	27.0071	27.85079	27.62464	27.71535	27.68953	27.66017	26.91582	26.91843	25.78606	27.41337	27.71973	28.06384	28.01547	26.44217	27.20499	26.50798	27.1044
TR59179|c0_g1_i1|m.337224	NA	NA	24.38298	24.6485	24.39093	24.60772	24.01035	24.26578	24.12943	23.67508	23.97727	23.91971	24.61538	23.99412	24.08408	23.74735	24.0023	23.74786	24.07042	24.34184	24.28242	24.00684	24.92778	24.3132	23.87708	24.48524	23.8839	24.38159	23.47407	24.38113	24.93324	24.66899	24.47271	23.5405	24.03633	24.08302	24.29663
TR59200|c0_g1_i1|m.337390	NA	NA	25.48318	25.40695	25.41057	24.97509	25.03023	25.63392	25.0639	25.24184	25.55637	25.47609	25.50151	25.52268	24.92683	25.47599	25.4373	25.19903	25.2107	25.25018	25.30201	25.30348	25.38542	25.52779	25.35538	25.27512	25.2618	25.08954	25.27366	25.29407	25.30696	25.18276	25.25469	25.11446	24.88985	25.12349	25.26685
TR59412|c0_g1_i1|m.338111	NA	NA	31.50881	31.31689	31.65728	31.47005	32.24601	31.20134	32.36711	32.21298	31.70149	31.32914	31.62567	31.39238	31.15919	31.4176	30.48453	32.04827	32.316	31.65749	31.45066	32.01205	31.62109	31.39085	31.15158	30.92054	31.89508	32.68203	31.92213	31.89389	30.46158	31.51239	31.89991	31.61312	31.60752	32.45157	32.20172
TR59474|c0_g1_i1|m.338491	NA	NA	19.33053	22.35434	22.06756	21.89563	21.78572	22.08216	23.37501	21.10712	22.28912	22.99382	22.71016	21.27838	22.43237	22.2785	22.18876	21.60707	21.21632	22.36316	23.18622	21.55122	22.02394	22.93121	22.53265	22.86399	22.20231	22.19625	23.00952	20.58362	22.68505	22.10805	22.17472	20.66066	22.46157	21.99624	22.28859
TR59501|c0_g1_i3|m.338672	NA	NA	24.84264	25.44348	24.23103	23.62956	23.28136	22.53969	23.62321	22.70801	26.10374	26.29948	25.59705	26.71332	22.47341	26.08803	24.20643	25.87956	26.11325	23.63556	27.78887	25.42969	25.75448	25.49537	25.89571	24.76086	26.13008	22.82034	27.98615	25.24158	24.94154	23.77846	23.6767	22.99759	22.93666	23.22491	23.70419
